CB.CB_CD34_1	CB.CB_CD34_2	CB.CB_CD34_3	CB.CB_BFUE_1	CB.CB_BFUE_2	CB.CB_BFUE_3	CB.CB_CFUE_1	CB.CB_CFUE_2	CB.CB_CFUE_3	X20111212.CBPRO1	X20120309.CBPRO2	X20120327.CBPRO3	X20111212.CBEBASO1	X20120309.CBEBASO2	X20120327.CBEBASO3	X20111212.CBLB1	X20120309.CBLB2	X20120327.CBLB3	X20111212.CBPOLY1	X20120309.CBPOLY2	X20120327.CBPOLY3	X20111212.CBORTHO1	X20120309.CBORTHO2	X20120327.CBORTHO3	PB.PB_CD34_1	PB.PB_CD34_2	PB.PB_CD34_3	PB.PB_BFU_1	PB.PB_BFU_2	PB.PB_BFU_3	PB.PB_CFU_1	PB.PB_CFU_2	PB.PB_CFU_3	PB.Pro_PB_1	PB.Pro_PB_2	PB.Pro_PB_3	PB.Early_baso_PB_1	PB.Early_baso_PB_2	PB.Early_baso_PB_3	R.Late_baso_PB_1	R.Late_baso_PB_2	R.Late_baso_PB_3	R.Poly_PB_1	R.Poly_PB_2	R.Poly_PB_3	R.Orth_PB_1	R.Orth_PB_2	R.Orth_PB_3	Geneid
2.1	0.9	0.8	0.3	0.3	0.3	0.2	0.3	0.3	1.2	1.7	1.8	1.2	1.8	1.6	0.8	1.5	1.3	0	0.2	0.1	0.1	0.2	0.1	1.1	1	1.2	1	0.7	2.5	0.2	0.5	0.6	0.9	1.5	0.6	1	1.3	0.8	0.7	1.1	1.1	0	0.1	0.1	0.1	0.1	0	GNAL
210	177.9	182.3	51.1	43.5	42.2	44.2	42.8	38.4	44.8	61.4	72.2	51.4	66.1	79.5	57.8	77.5	89.1	61	91.6	72.1	42.4	53.2	44	144.6	89.1	210.1	43	38.9	44.7	48.2	43.4	50	73.7	72.7	62.6	88.3	83.5	68.9	91.7	85.2	84.6	71.9	87.3	71	53.9	47.8	41.4	CHMP1B
12.4	13.3	12	10.1	10.8	9.6	9.8	11	7.1	16.8	16.4	22.1	15.1	17.4	18.7	11.2	15.6	16.3	1.4	3.1	2.2	0.3	0.3	0.1	8.9	6.2	7.6	3.5	5.9	6.7	8.7	11.1	13.4	20.1	21.1	16.8	16.8	19.9	16.1	14.7	16.7	18	0.2	1.3	1.9	0.1	0.2	0.1	MPPE1
14	24.7	19.8	32.5	50.3	20.1	9.9	9.8	6.3	32	26.7	31.8	43.6	33.9	43.3	58	41.1	51.6	73.7	61.2	53.9	2.4	3.3	3.5	25.7	27.2	25.6	62.7	31.2	26.3	18	20.4	25.1	50.8	56.5	50.8	74.5	86.6	67.6	91.2	107.9	81.2	5.4	11.8	11.2	0.4	0.9	0.7	IMPA2
0.2	0.3	0.2	0.3	0.3	0.2	0.3	0.3	0.1	0.2	0.3	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.1	0.1	0.1	0.1	0	0	0.3	0.1	0.2	0.2	0	0.2	0.3	0.1	0.3	0.3	0.2	0.1	0.2	0.3	0.1	0.3	0.1	0.2	0	0.1	0.1	0	0	0.1	C18orf61
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CIDEA
17.1	30.4	24.6	63.1	63.6	90.7	132.5	114.9	134.9	378.5	342.6	353.4	378.5	375.3	394.8	351.2	343	371.4	215.1	179.7	140.9	23.9	34.6	29.4	20.9	14.7	25.2	47.9	32.4	37.1	73.6	58.5	72.4	134.2	140.5	152.9	143	153.5	169.4	120.7	144.8	180.3	34.9	68.8	54.4	4.4	6.4	8.3	TUBB6
51	59	64.5	122.2	116.4	127.8	161.4	159.6	160.6	208.8	237	218.1	187.1	202.7	203.8	153.3	163.4	179.9	98.6	94.5	77.9	95.1	63.4	51.5	55.8	59.4	56.8	95.4	93.1	94.5	138.3	134.6	148.6	175.4	187.2	174.5	154.1	159	161.7	132	139.1	150.7	57.4	98.1	68.1	48.3	53.3	32	AFG3L2
2	3.7	4	2.5	2.3	1.6	0.5	0.7	0.4	0.5	0.4	0.5	0.3	0.1	0.2	0	0	0	0.1	0.2	0.1	0.5	0.4	0.2	2.4	3.2	3.8	2.7	1.3	2.2	0.6	0.3	0.8	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0.1	0.1	0	SLMO1
15.2	13.5	20.1	20.3	27.7	22.1	3.4	5.4	5.8	11.5	1	1	5.7	0.4	0.2	2.6	0.4	0.1	24.7	4.7	3.7	11.5	8.7	6.2	3.9	4.9	13	6.5	9.4	9	3.2	6.4	2.5	1.3	0.4	0.4	0.7	0.3	0.4	0.3	0.1	0.3	3.1	1.2	0.5	6	3	1.4	SPIRE1
34.2	38.8	26	65.6	64.1	68.1	76.6	75.2	69.4	59.9	89.5	68.6	64.2	74.9	71.1	63.2	79.1	75.2	42.4	53.8	46.5	9.4	12.3	10.6	56.6	49	45.3	157.2	111.3	96	79.6	84.5	93.6	75.7	73.2	78.2	79.2	73.3	77	81.6	74.7	86.8	16.1	34.5	34.7	7.8	7.7	7.9	PSMG2
11.3	11.7	5.8	20.4	19.5	20.1	22.7	19.5	24	21	24.3	23	25.4	29	21.9	29.8	32.1	31.8	28.5	46.4	47.4	31.8	50.1	39.9	5.5	9	6.3	14.8	13.6	13	22.2	23.2	20.8	25.6	23	26.8	28.2	28.7	28.2	32.1	29.4	29.4	45.9	39.8	37	37.1	34.5	24.9	CEP76
45.9	44.8	43.5	45	42.5	41.4	44.7	44.6	47	27.1	45.5	34.9	23.4	33.8	30.7	15.2	25	22.3	5.2	6.6	4.3	6	5.7	4.1	27.4	31.5	46.5	47.8	42.2	35.2	45.4	42.2	50.5	31.9	29.7	33.7	24.4	20.5	29.6	18.1	15.7	28.2	7.4	10.9	8.5	6.9	6.3	6.1	PTPN2
15.8	20.3	13.6	123.6	104.7	130	153.2	137	185.9	124.6	167.5	123.7	103.9	151.4	123.3	54.7	96.5	79.3	9.8	10.7	10.4	4.4	3.7	2.4	13.1	21.2	20.2	86.2	100.5	75.8	138	133.5	138.6	120.5	113.1	106	92.8	82.9	88.8	55.5	54.4	69.1	8.4	12.2	12.3	3.9	3.7	4.8	SEH1L
40.5	52.9	40.5	94	70.2	80.1	92.7	75.8	79	119.5	126.3	114.5	133.4	149.7	120.1	148.7	178	140.3	78	107.6	63.7	2.2	7.6	6.3	17.9	10.9	14.7	25.7	46.4	30.5	56.1	64.3	53	146.8	141.2	127.4	161.1	149.9	130.9	194.2	167.9	141.2	24.7	73.8	54.6	1.2	2.3	2.1	CEP192
50.7	46.6	57.9	55.9	40.6	34.5	90.2	86.4	50.1	61.7	57.3	47.2	39.7	53.5	42.3	15	25.8	15.1	0.3	0.3	0.1	0.3	0.3	0	11.8	8.4	25.8	25.2	43.4	27.9	105.3	100.3	76.1	82.8	85.3	74.2	66	60.5	58.8	38.7	40.3	43.4	0.2	0.6	0.4	0.1	0.2	0.1	LDLRAD4
0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	LOC100288122
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR5190
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR4526
10.7	13.3	7.5	32.6	28.7	35.3	36.8	31	44.1	27.1	37.8	37.7	20.7	32.3	34.2	10.2	19.6	21.5	1.7	3.3	2	0.7	0.8	0.6	5.3	5.6	10.5	22.7	25.4	24.8	33.2	35.5	33.1	21.9	23.5	21.7	14.6	14.3	17.3	10.2	9.8	14.5	0.6	2.2	2.1	0.9	0.7	0.6	FAM210A
90.7	87	55.8	83.1	79	96.8	87.1	82.6	111.6	86.2	89	82	79.8	95.8	84.4	54.1	83.2	64.9	23.8	40.2	20.5	13.6	13.8	12.5	48.8	36.9	50.4	23	37.4	31.2	76.3	77.8	70	82.6	88.3	88	78	78.3	80.9	67.9	71.8	68.5	27.9	34.2	26.7	17.7	12.3	10.6	RNMT
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MC5R
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MC2R
2.4	3.8	3.5	12.3	9.7	11.4	10.2	8.4	10.6	8.9	12.6	13.4	6.8	10.2	10.5	4.2	8.7	10.1	0.5	1	0.8	0	0	0	2.8	2	2.3	4.5	8.3	7.3	8.9	9.2	9.7	11	12.1	10.3	9.5	8.8	8.9	7.2	7.8	8.7	0.1	0.7	0.6	0	0	0	ZNF519
1.1	2.5	2.1	0.3	0.6	0.3	0.3	0.4	0.2	0.1	0	0	0.1	0	0.1	0.1	0.2	0.1	0.1	0.2	0	0.3	0	0	1.6	1	0.6	1	0.9	2.3	0.3	0.3	0.2	0.2	0.2	0.1	0.3	0.2	0.1	0.3	0.2	0.3	0.3	0.2	0	0	0.1	0.1	ANKRD20A5P
0.9	1.5	0.9	0.1	0.3	0.1	0	0.2	0.1	0.1	0	0.3	0.1	0	0	0.1	0	0	0.4	0	0.2	0.5	0.1	0	1.1	1.5	0.9	0.2	0.1	1.1	0	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.3	0.1	0.1	0.1	0.1	0	CYP4F35P
0.1	0.2	0.1	0.1	0	0.1	0.4	0.2	0.2	0.6	0.4	0.9	0.4	0.4	0.2	0.1	0.2	0.1	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0.2	0.2	0	0.3	0.4	0.3	0.2	0.4	0.2	0	0.1	0.1	0	0	0	0	0	0	CXADRP3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	POTEC
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ANKRD30B
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR3156-2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LOC644669
126.3	142.8	96.8	162.3	175.4	168.1	123.9	133	143.7	103.3	136.7	106	99.7	131.9	102.9	91.6	130.3	101.9	58.6	70.8	61.5	13.3	10.4	8.3	61.1	49	49.7	39.9	66.1	44.8	128.1	125	116.9	104.1	110.9	106.7	105.1	105	107.8	106.3	99.4	99.4	22.2	49.3	33.2	4.1	7.9	4.2	ROCK1
0.1	0.2	0	0	0	0.1	0.1	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0.3	0.3	0.3	0.9	0.9	1.4	0.1	0.1	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0.1	0	0	0.1	GREB1L
16.3	25.5	12.3	46.5	42.8	44.3	45	41.3	45.9	36.5	49.8	39.8	27.4	36.9	35.7	18.5	29.7	28	11.5	16.3	10.7	5.6	5	3.7	21.7	25.7	11.3	28.4	28.2	20.7	46.6	47.9	39.7	36.5	38.6	34.8	29.3	30.5	30.8	24.7	23.9	25.4	7.9	12.2	10.4	6.8	5.2	4	ESCO1
41.9	49.9	51.8	154	147.6	177.8	157.4	146	207.7	105	144.9	104.2	92.1	121.5	99.6	57.6	86.9	80	12.4	16.9	13.5	0.6	1.5	1.2	75.4	89.7	63.3	173.7	152	127.9	141.1	143	171.4	112.4	106.2	112.2	98.3	91.2	104.9	78.1	72.2	105.5	4.1	10.6	15.9	0.7	0.5	1.2	SNRPD1
10.4	8.4	6.3	15.4	13.7	13.6	10	8.2	12.5	6.9	8.3	8.7	8.4	10.7	10.7	9.7	11.5	13.5	14	14.3	16.6	7.2	4.9	4.3	2.8	4.1	5.4	11.7	10.1	7	8.5	7.9	7.5	7.4	8	4.5	11.6	9.1	5.3	12.1	9.5	6.4	3.7	3.5	3.8	2.9	1.4	2.3	ABHD3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR320C1
88.1	87.8	86.2	159.4	156	143.1	143.2	138.8	138.1	106.3	151.6	111.6	83.8	131.7	89.9	69.3	113.8	83.1	91.1	105.2	86.3	58.9	55.4	40.2	38.7	23.8	44.2	46.3	58.2	44.5	128.1	131.5	103.2	100.1	96.2	115.7	87.4	87.2	95.5	90.1	83.8	69.4	59.6	46.8	45.6	31	15.9	26.7	MIB1
0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR133A1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR1-2
1.1	0.1	0.4	0	0	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.5	0.1	0.5	1.4	1.9	0	0.1	0.1	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	GATA6
0.8	1.2	1.2	1.3	1	0.9	1	1	1.1	0.5	0.7	0.8	0.5	0.9	0.8	0.6	0.7	0.5	0.8	1.2	0.5	0.2	0.1	0.2	0.6	0.4	0.5	0.2	0.5	0.2	0.7	1.1	1.1	0.7	0.6	0.5	0.6	0.7	0.6	0.9	0.5	0.7	0.4	0.4	0.3	0.2	0.1	0.3	CTAGE1
38.6	36.4	36.4	86.2	86.2	81.7	86.8	88.6	95.9	63.4	55.5	53.9	64.4	59.3	59.2	45.4	56.9	58.9	26.9	46.9	36.5	1.5	2.7	2	10.9	9.5	23.6	39.9	48.5	39.8	89.6	86.9	81.6	56.4	53	58.8	62.5	60.3	58.4	74.2	61.2	49.1	9.4	23.1	42	1.1	1.2	1.7	RBBP8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR4741
66.4	57.6	50	41.3	36.5	29.5	39.8	32.5	32.4	32.7	25.4	38	23.9	18.1	27.8	9.1	6.3	10.8	1.9	1.3	5.6	5	2.8	2.3	57.7	44	51.8	52.5	47.1	33.1	38.3	46.5	52.7	46.6	44.7	42.3	30.4	24	28.6	12.6	14	20	3.6	2.2	1.2	7.2	4.7	2.9	CABLES1
8.6	10	9.4	13.3	12.6	11.1	12.8	12.6	12.6	5.5	7.7	6	4.3	5.3	6.1	2.4	3.7	3.7	8.3	14.8	23.2	29.5	31	28.3	5.5	3.2	6	7.8	8.6	5.8	10	11.1	10.8	5.6	4.1	5.1	3.8	3	4.2	2	2.1	3.8	14	4.7	3.2	19.3	14.7	8.6	TMEM241
137.7	126.4	91.8	53.5	51.5	59	68.2	71.1	66.1	64.8	104.5	87.7	97.5	119.7	96.7	125.4	157.7	126.9	630.5	1208.5	1372.2	1669	2499.7	1944.4	119.2	89.2	74.4	38.2	45.4	64.5	70	60.7	63.8	105.1	105.7	107	119.6	122.4	109.6	137.7	138.9	95.7	1910.3	882	819	1996.1	1435.9	1584	RIOK3
27.3	29.5	20.4	20	19	19.9	19.2	17.4	19	22.5	18.5	23.1	26.4	20.8	25.3	27.9	23.3	26.3	46.3	55.2	70.4	78.1	77	64.3	21.5	20.2	17	15	17.9	16.4	23.1	23.7	18.4	21	22.4	18.7	21.7	22.6	20	24.1	24	19.7	61.5	51.4	43.5	65.6	53.8	56.4	C18orf8
13.3	17.5	14.5	29.8	31.5	23.9	23.8	28.3	24.4	27.9	23.3	24.7	36.9	26.7	25.8	44.3	39.1	31	32.3	21.9	18.3	15.8	5.7	4.3	5.4	3.4	6.7	11.8	17.8	13.8	29	23.2	19.3	24	25.2	31.4	26.4	28.1	33.4	32.9	33.7	29.9	18.9	30.8	26.4	5	6.5	4.3	NPC1
0.5	0.2	0.6	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.2	0.1	0	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ANKRD29
1.2	2	1.3	0.3	0.3	0.5	0.1	0.1	0.2	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	1.9	2.2	1.8	3.2	4.9	13.4	0.3	0.4	0.4	0	0	0.4	0	0	0.2	0	0.1	0.2	0	0	0.2	0	0	0.2	LAMA3
27.4	27.6	26	20.3	21.7	17	15.9	14.8	14.9	4.3	5.7	3.7	2.7	4.2	2.4	0.7	1.7	1.1	0.1	0.5	0.3	0	0.1	0.1	14.5	18	28.4	13.9	15.3	10.8	20.7	15.9	15.6	6.1	5.5	6.3	2.5	2.5	4.2	1.3	1.3	2.8	0	0.1	0.2	0	0.1	0.1	TTC39C
1.2	0.9	1.1	0.3	0.1	0.2	0.1	0.1	0.2	0.1	0	0.2	0.1	0.1	0	0	0	0	0	0	0	0.1	0.9	0.7	0.4	0.6	0.9	1	0.9	2.1	0.1	0.1	0.2	0.1	0.1	0	0.1	0.1	0	0	0	0	0	0	0	0.2	0.1	0.1	CABYR
38.5	37.7	36.2	68.2	61.4	47.5	66.6	66.1	48.4	33.9	32.5	42.6	17.7	18.6	22.9	5.3	7.9	6.6	0.3	0.3	0.4	0.2	0.1	0.2	17	12.1	23.3	20.3	27.1	25.1	62.7	65.9	54	24.5	22.3	23.5	10.6	10.5	12.2	3.7	4.9	8.8	1.2	1.4	0.5	0.3	0.5	0.2	OSBPL1A
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR320C2
25.4	32.3	30.5	68.2	68.1	62.9	77.1	77.6	72.4	37.2	57.2	42.8	27	43.4	36.7	14.8	29.3	24.3	3.4	4.1	3	0.5	0.7	0.4	20.7	16.8	28.6	30.2	39.7	29.6	68.8	70.4	72.6	42.7	44.5	44.5	32.8	34.2	38	23.3	23.6	30.8	0.8	1.8	1.9	0.2	0.3	0.3	IMPACT
0.4	0.6	0.7	0.7	1.5	0.8	0.1	0.1	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.1	0.2	0.1	0	0.3	0.1	0.1	0.1	0.1	0	0	0	0.1	0	0.1	0.1	0	0	0	0	0	0	HRH4
0.1	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LOC729950
161.8	148.7	135.9	109.2	83.1	86.9	51.8	49.2	48.2	9.2	2.3	6.3	2.5	1	1.4	0.5	0.4	0.1	0.1	0.1	0.2	0.4	0.3	0.2	80.6	48	53.5	28.8	34.4	17.2	41.3	38.7	17.5	1.5	1.2	0.6	0.3	0.4	0.3	0.1	0.2	0.2	0.1	0	0	0.9	0.5	0.2	ZNF521
51.9	52	52.1	86.6	79.3	93.8	71	69.1	73	52.4	69.9	75.1	46.7	66	69.2	36.9	55.7	55.8	14.9	24.6	22.6	4.9	7.2	5.9	33.5	34.2	35.7	47.5	54.7	46.9	58.1	70.1	65.8	72.9	77.5	57.2	65.7	67.5	59.9	56.5	60.7	68.2	14.9	27.8	15.1	4	5	3.6	SS18
0.2	0.2	0.1	0.1	0.2	0	0.3	0.5	0.1	0	0.2	0.4	0	0.3	0.4	0	0.2	0	0	0	0	0	0	0	0	0.1	0.2	0.1	0.1	0	0.2	0.2	0.2	0.2	0.3	0.3	0.3	0.7	0.2	0.3	0.3	0.1	0	0	0	0	0	0	PSMA8
24.3	29.1	24.3	34.7	28.2	30.2	46.3	42.1	46.5	73.9	85.5	91.1	65.1	80.6	82	43	68.3	58.2	1.9	2.5	1.7	5.5	7	5.7	6.5	8	10.9	21.6	26	18.9	41.1	49.7	44.9	77	69.2	60.8	63.6	53	51.7	46.2	41.5	47.9	9.7	4.7	3.2	15.4	9.5	9.5	TAF4B
1.1	1.7	1.5	6.4	6.8	5.7	3.6	4.6	2.2	2.6	1.5	2.2	2	2.4	1.6	1.8	1.8	1	0.5	0.4	0.6	0.1	0	0	1	0.9	0.9	3.5	4.2	4.4	6.6	9.3	5.1	3	3	2.6	2.3	2.5	2	1.9	2.2	2.1	0	0.1	0.1	0	0.1	0.1	KCTD1
0.2	0.1	0.2	1.3	0.2	0.6	1.2	0.6	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	2.2	0.4	1.5	3.3	1.6	1.4	1.3	1	0	0	0.1	0	0	0.1	0	0	0	0	0	0	0	0	0	LOC728606
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AQP4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0.2	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	AQP4-AS1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CHST9
3.1	2.4	4.6	0.3	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3	3.2	2.5	1.6	1.8	3.6	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.1	CDH2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR302F
0.1	0.1	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0.2	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC3
4.2	2.4	1.7	2.7	4.1	1	0.3	0.4	1.9	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0	0	0	0	0.1	0.4	0.9	2	1.4	3.4	5.7	0.1	0	0.3	0	0	0.1	0	0	0	0	0	0.1	0	0	0.1	0	0	0.1	DSC2
0	0.1	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.2	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	DSC1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.2	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSG1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSG4
0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSG3
28.5	38.8	36.5	63.9	65.9	40	27	23.1	25.1	28.8	26.5	17.2	19.8	19.2	12.1	9.7	8.8	5.4	11.3	6.6	1	1.1	0.4	0.2	24.6	17.6	19.3	17.3	19.1	29.8	28.2	24.2	36	23.5	22.7	27.3	21.5	21.5	17	17.6	16.7	10.2	0.1	0.2	0.3	0.2	0	0.2	DSG2
0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LOC100652770
0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TTR
49.4	51.2	39.1	49.6	56.4	37.8	19.5	19.9	19.7	14.9	13.9	12.5	8.2	7.1	7.2	3.2	2.6	2.7	2.6	2.6	2.5	0.6	0.1	0.2	22.8	16.5	31.8	24.6	23.7	15.1	22.7	27.7	18.4	11.2	11.9	10.2	6.9	7.3	7.3	4.5	5.6	6.4	0.2	0.2	0.2	0.1	0.1	0.1	B4GALT6
0.8	0.9	0.6	2.1	2.7	3	2.5	2.7	3	4.6	6.5	4.7	5.4	7.7	5.9	4.1	7.3	5.4	1.9	2.7	2.2	1.7	1.6	1.2	0.5	0.1	0.8	1.3	1.5	1.5	2.8	3.2	3.2	5.7	6.1	5	5.8	4.6	5.4	5.1	4.8	5.3	1.7	3.6	2.8	0.7	1.4	1.7	SLC25A52
66.5	64.4	59	73.3	65.6	72.5	80.1	74.1	79.9	77.6	87.3	75.1	73.9	87.2	75.5	62.3	83.4	69.2	50.3	65.5	52.2	34.4	37.1	31.5	18.2	14.7	28.7	30.8	41.8	30.1	70.4	75.8	61.7	68.6	70.7	66.5	66.6	67.8	59.4	65	63.2	58	53.6	60.4	54.9	35	35.1	25	TRAPPC8
81.3	76.1	55.9	23.7	24.9	17.9	9.7	11.7	12.9	2.1	1.9	0.5	0.6	0.3	0.4	0.2	0.2	0	0	0	0.1	0	0	0	18.4	12	38	7.4	6.2	4	10.5	10.2	10.9	1.8	1.2	1.4	0.6	0.2	0.9	0.1	0.2	0.7	0	0	0	0	0	0	RNF125
171	134.6	108.2	85.1	75.2	79.7	94.7	97.3	100.7	79.9	170.5	145.7	75.5	148	138.5	55	121.3	125.3	20.8	56.2	39.6	3.2	7.1	5.5	111.3	70.5	158.2	84.1	68.6	66.3	108.8	102.2	117.8	133.8	125.9	111.4	129.9	122.1	110.5	116.7	111	97.2	10.8	29	26.7	4.4	4.4	4.7	RNF138
0.6	0.4	0.3	0.2	0	0.1	0	0	0	0.1	0	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0.1	0	0	0.2	0.1	0.3	0	0	0	0	0.1	0.1	0	0.2	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	MEP1B
0.5	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0	0.2	0	0	0	0	0	0	0.1	0	0	0	0.1	0.1	0.2	0.2	0.5	0.9	0.2	0.5	0.3	0.1	0.1	0.2	0.1	0	0.1	0	0	0	0	0	0	0	0	0	GAREM
13	11	7.7	9.3	7.1	9.2	10.4	9.2	11.4	11.7	11.9	11.3	10.6	11.9	10.6	8.2	9.9	9.4	3.9	5.1	3.3	1.3	1.8	1.2	15.3	10.4	10.7	7.4	10.2	4.7	9.8	10.1	10.2	12.9	12.6	10.4	11.7	11.9	11.8	9	8.6	10.2	1.9	3.7	2.2	1.3	1.2	0.7	WBP11P1
